unit_number,cycle,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,anomaly,anomaly_score
3,88,0.0031,-0.0,100.0,518.67,642.27,1585.9,1400.09,14.62,21.61,553.59,2388.02,9067.17,1.3,47.33,521.9,2388.01,8146.69,8.4078,0.03,393,2388,100.0,39.04,23.2656,0,-0.11987904416473205
3,89,0.0006,0.0004,100.0,518.67,642.33,1582.29,1404.14,14.62,21.61,555.01,2388.05,9066.64,1.3,47.39,521.93,2388.02,8146.55,8.4044,0.03,394,2388,100.0,38.81,23.3864,0,-0.10745680215184933
3,90,-0.0008,-0.0002,100.0,518.67,642.36,1597.84,1406.26,14.62,21.61,554.58,2388.06,9068.61,1.3,47.4,521.92,2388.08,8146.94,8.3972,0.03,393,2388,100.0,38.81,23.2711,0,-0.11226265734716145
3,91,0.0051,-0.0004,100.0,518.67,641.99,1582.81,1399.5,14.62,21.61,553.72,2388.03,9058.01,1.3,47.38,521.83,2388.01,8139.12,8.4327,0.03,393,2388,100.0,38.95,23.3909,0,-0.1255941842313661
3,92,0.0022,-0.0004,100.0,518.67,642.29,1590.07,1400.27,14.62,21.61,553.5,2387.99,9066.58,1.3,47.39,521.96,2387.97,8152.49,8.373,0.03,391,2388,100.0,38.87,23.4344,0,-0.09204115061639612
3,93,0.0002,-0.0001,100.0,518.67,642.1,1593.66,1409.21,14.62,21.61,553.83,2387.99,9070.02,1.3,47.43,521.6,2388.09,8146.23,8.4032,0.03,392,2388,100.0,39.21,23.2352,0,-0.06329217640812951
3,94,0.0023,0.0005,100.0,518.67,642.58,1588.9,1401.08,14.62,21.6,554.76,2388.0,9069.01,1.3,47.48,521.94,2388.01,8147.33,8.4166,0.03,392,2388,100.0,39.0,23.4437,0,-0.01676643902822189
3,95,-0.0006,-0.0001,100.0,518.67,642.37,1585.69,1406.13,14.62,21.61,554.41,2388.09,9063.16,1.3,47.32,521.79,2388.05,8146.34,8.4012,0.03,392,2388,100.0,38.89,23.4594,0,-0.12627805503699685
3,96,-0.0003,0.0001,100.0,518.67,642.89,1582.86,1400.62,14.62,21.61,554.08,2388.0,9065.97,1.3,47.31,521.48,2388.0,8146.97,8.4333,0.03,393,2388,100.0,38.87,23.378,0,-0.11024306241879184
3,97,0.0008,-0.0005,100.0,518.67,642.94,1587.51,1408.05,14.62,21.61,554.13,2388.05,9066.74,1.3,47.41,522.71,2388.05,8152.99,8.4313,0.03,393,2388,100.0,38.79,23.3339,0,-0.1090015065685433
3,98,0.0006,-0.0004,100.0,518.67,642.4,1586.19,1403.62,14.62,21.61,553.85,2388.03,9066.24,1.3,47.35,521.93,2388.06,8148.92,8.4405,0.03,392,2388,100.0,38.96,23.2921,0,-0.13440692250899144
3,99,0.0005,-0.0001,100.0,518.67,642.67,1589.42,1398.72,14.62,21.61,553.82,2388.0,9067.95,1.3,47.37,522.06,2388.06,8147.73,8.4388,0.03,392,2388,100.0,38.91,23.3834,0,-0.12287020326140596
3,100,0.0008,-0.0004,100.0,518.67,642.29,1579.98,1404.16,14.62,21.61,554.94,2388.01,9071.46,1.3,47.3,522.01,2388.05,8148.27,8.4212,0.03,390,2388,100.0,38.88,23.3073,0,-0.08362400137221826
3,101,0.0002,-0.0003,100.0,518.67,642.24,1587.77,1405.55,14.62,21.61,554.34,2388.03,9067.93,1.3,47.42,522.6,2388.07,8146.15,8.4112,0.03,392,2388,100.0,38.75,23.3883,0,-0.12007931232008862
3,102,0.0003,0.0,100.0,518.67,642.63,1579.35,1408.84,14.62,21.61,553.87,2388.04,9068.94,1.3,47.39,521.95,2388.03,8154.61,8.3913,0.03,392,2388,100.0,38.97,23.3669,0,-0.11554993293223786
3,103,0.0003,-0.0003,100.0,518.67,642.28,1585.62,1395.4,14.62,21.61,553.38,2388.05,9075.57,1.3,47.48,522.05,2388.03,8154.38,8.4025,0.03,391,2388,100.0,38.96,23.3251,0,-0.10848653150618642
3,104,0.0051,0.0,100.0,518.67,642.46,1586.74,1403.37,14.62,21.61,554.63,2388.05,9070.59,1.3,47.44,521.66,2388.04,8146.65,8.4345,0.03,393,2388,100.0,38.93,23.2958,0,-0.1282961063358503
3,105,-0.0022,0.0004,100.0,518.67,641.85,1591.89,1397.73,14.62,21.61,553.69,2388.08,9062.39,1.3,47.32,521.73,2388.04,8145.37,8.4312,0.03,392,2388,100.0,38.93,23.321,0,-0.11399714582567427
3,106,-0.0014,-0.0001,100.0,518.67,642.51,1586.44,1405.62,14.62,21.61,554.31,2388.04,9074.76,1.3,47.32,522.11,2388.04,8157.87,8.4098,0.03,392,2388,100.0,38.93,23.3755,0,-0.13648637480115783
3,107,0.0004,0.0003,100.0,518.67,642.36,1586.96,1410.67,14.62,21.61,553.57,2388.07,9071.53,1.3,47.45,521.79,2388.04,8146.39,8.4326,0.03,392,2388,100.0,38.89,23.3666,0,-0.13758668144879538
3,108,-0.0005,-0.0002,100.0,518.67,642.98,1583.29,1405.94,14.62,21.61,553.52,2388.08,9068.9,1.3,47.25,521.48,2388.05,8147.9,8.4371,0.03,392,2388,100.0,38.89,23.4032,0,-0.10813157654546962
3,109,-0.0006,-0.0003,100.0,518.67,642.48,1588.21,1402.77,14.62,21.6,554.91,2388.05,9073.77,1.3,47.32,521.59,2388.05,8149.98,8.4285,0.03,392,2388,100.0,38.9,23.2637,0,-0.030822190069494437
3,110,-0.0008,0.0001,100.0,518.67,642.92,1592.41,1403.14,14.62,21.61,554.15,2388.04,9075.03,1.3,47.41,521.46,2388.05,8150.96,8.4157,0.03,393,2388,100.0,38.88,23.2577,0,-0.1297681761414271
3,111,0.001,-0.0005,100.0,518.67,642.25,1583.83,1401.73,14.62,21.61,553.74,2388.04,9070.35,1.3,47.41,522.09,2387.99,8152.99,8.4242,0.03,394,2388,100.0,38.77,23.3791,0,-0.12209457209058161
3,112,-0.0007,0.0002,100.0,518.67,642.65,1584.14,1400.61,14.62,21.61,553.64,2388.03,9067.74,1.3,47.41,521.35,2388.03,8155.89,8.4176,0.03,393,2388,100.0,39.0,23.314,0,-0.12290342465460069
3,113,0.0029,-0.0,100.0,518.67,642.5,1590.74,1408.52,14.62,21.61,554.0,2388.05,9071.48,1.3,47.41,522.28,2388.05,8152.76,8.4318,0.03,393,2388,100.0,38.95,23.3993,0,-0.13140667172741272
3,114,0.0019,-0.0005,100.0,518.67,642.46,1588.4,1407.81,14.62,21.61,554.04,2388.04,9076.18,1.3,47.18,521.68,2388.02,8154.99,8.4222,0.03,392,2388,100.0,38.78,23.3687,0,-0.11986208533699039
3,115,-0.001,0.0001,100.0,518.67,642.22,1588.97,1400.56,14.62,21.61,553.54,2388.02,9076.34,1.3,47.53,521.6,2388.08,8152.31,8.4566,0.03,393,2388,100.0,39.01,23.3428,0,-0.1070698289476405
3,116,0.0008,0.0002,100.0,518.67,642.62,1591.56,1407.84,14.62,21.61,553.54,2388.06,9068.22,1.3,47.36,521.91,2387.99,8145.08,8.4083,0.03,392,2388,100.0,38.77,23.4147,0,-0.12529463461283158
3,117,0.0012,0.0001,100.0,518.67,642.76,1587.74,1402.28,14.62,21.61,553.84,2388.05,9086.93,1.3,47.48,521.74,2388.04,8152.14,8.423,0.03,391,2388,100.0,38.84,23.4284,0,-0.10488725217893596
3,118,0.0004,0.0,100.0,518.67,642.26,1590.05,1408.53,14.62,21.61,553.52,2388.03,9076.02,1.3,47.44,522.37,2388.05,8152.0,8.4675,0.03,392,2388,100.0,38.92,23.2813,0,-0.0997072985054055
3,119,0.0022,-0.0002,100.0,518.67,642.0,1588.1,1398.22,14.62,21.61,553.47,2388.05,9075.77,1.3,47.53,521.72,2388.05,8157.34,8.4442,0.03,393,2388,100.0,38.85,23.2826,0,-0.12093128170756984
3,120,-0.0012,0.0005,100.0,518.67,642.6,1585.58,1408.79,14.62,21.61,553.63,2388.06,9075.42,1.3,47.35,521.47,2388.03,8161.18,8.4458,0.03,391,2388,100.0,38.83,23.3816,0,-0.11485906041817223
3,121,-0.0036,-0.0003,100.0,518.67,642.27,1585.86,1413.79,14.62,21.61,553.75,2388.03,9082.5,1.3,47.48,521.77,2388.01,8162.35,8.4103,0.03,392,2388,100.0,38.92,23.2834,0,-0.09379624824451138
3,122,0.0011,-0.0002,100.0,518.67,642.72,1586.83,1406.06,14.62,21.61,553.77,2388.02,9084.14,1.3,47.43,521.94,2388.05,8160.58,8.413,0.03,393,2388,100.0,38.72,23.2005,0,-0.09893634111957705
3,123,-0.0009,0.0001,100.0,518.67,642.49,1594.72,1408.04,14.62,21.61,554.28,2388.04,9079.55,1.3,47.56,522.27,2388.03,8164.19,8.4506,0.03,394,2388,100.0,39.0,23.4,0,-0.09006989308097846
3,124,-0.0048,-0.0003,100.0,518.67,642.0,1588.41,1405.29,14.62,21.61,553.12,2388.04,9083.78,1.3,47.31,521.32,2388.1,8161.91,8.4264,0.03,394,2388,100.0,39.09,23.3056,0,-0.09623913418394953
3,125,-0.0007,0.0002,100.0,518.67,642.82,1580.5,1405.04,14.62,21.61,553.25,2388.01,9081.3,1.3,47.34,521.86,2388.06,8161.3,8.464,0.03,394,2388,100.0,38.8,23.2509,0,-0.08611750986567707
3,126,0.0013,0.0004,100.0,518.67,642.76,1583.13,1409.96,14.62,21.61,554.41,2388.02,9076.07,1.3,47.41,521.56,2388.11,8156.2,8.4597,0.03,394,2388,100.0,38.9,23.2845,0,-0.1065966176642415
3,127,0.0029,0.0001,100.0,518.67,642.67,1593.61,1395.95,14.62,21.61,554.01,2388.05,9088.03,1.3,47.54,521.42,2388.09,8164.96,8.437,0.03,392,2388,100.0,38.91,23.2823,0,-0.10101002967352435
3,128,-0.0008,-0.0003,100.0,518.67,642.22,1592.24,1409.32,14.62,21.61,553.67,2388.02,9084.04,1.3,47.55,522.15,2388.07,8169.19,8.4587,0.03,394,2388,100.0,38.89,23.3247,0,-0.10614219365746685
3,129,0.0003,0.0005,100.0,518.67,643.1,1597.5,1405.91,14.62,21.61,553.56,2388.07,9091.26,1.3,47.33,522.43,2388.04,8163.03,8.43,0.03,393,2388,100.0,38.87,23.2454,0,-0.0850394215984322
3,130,-0.0006,0.0,100.0,518.67,642.57,1584.08,1410.11,14.62,21.61,553.51,2388.1,9089.67,1.3,47.53,521.55,2388.09,8168.38,8.4656,0.03,392,2388,100.0,38.85,23.322,0,-0.10331999308868345
3,131,-0.0042,0.0002,100.0,518.67,642.5,1589.91,1406.13,14.62,21.61,553.7,2388.09,9085.91,1.3,47.44,521.22,2388.02,8166.86,8.4311,0.03,394,2388,100.0,38.77,23.2491,0,-0.11392731928335476
3,132,-0.0013,-0.0001,100.0,518.67,642.35,1592.88,1408.51,14.62,21.61,553.0,2388.07,9095.25,1.3,47.57,521.22,2388.03,8166.4,8.4631,0.03,394,2388,100.0,38.82,23.3883,0,-0.09653022650749049
3,133,-0.001,-0.0003,100.0,518.67,642.62,1589.14,1409.48,14.62,21.61,553.52,2388.01,9089.42,1.3,47.47,521.44,2388.0,8167.34,8.4447,0.03,394,2388,100.0,38.75,23.3143,0,-0.1007860250626213
3,134,0.0005,-0.0005,100.0,518.67,642.45,1586.99,1406.61,14.62,21.61,554.21,2388.05,9091.09,1.3,47.64,521.6,2388.07,8169.28,8.4601,0.03,393,2388,100.0,38.84,23.208,0,-0.09664452060311546
3,135,0.0012,-0.0,100.0,518.67,642.52,1588.65,1407.5,14.62,21.61,553.69,2387.99,9089.64,1.3,47.54,521.63,2388.06,8163.38,8.4512,0.03,393,2388,100.0,38.79,23.3407,0,-0.10269516192770833
3,136,0.0015,-0.0001,100.0,518.67,642.6,1592.25,1405.41,14.62,21.61,553.83,2388.08,9097.15,1.3,47.6,521.37,2388.09,8166.47,8.4234,0.03,395,2388,100.0,38.66,23.272,0,-0.09207363523367323
3,137,-0.0039,0.0004,100.0,518.67,642.75,1589.57,1409.77,14.62,21.61,554.36,2388.08,9097.8,1.3,47.33,521.66,2388.03,8173.71,8.4339,0.03,394,2388,100.0,38.74,23.244,0,-0.08826930346831763
3,138,0.0013,-0.0,100.0,518.67,642.3,1599.56,1407.3,14.62,21.61,553.57,2388.01,9097.97,1.3,47.52,521.91,2388.05,8166.72,8.4614,0.03,393,2388,100.0,38.88,23.2957,0,-0.08278471936769882
3,139,-0.0022,0.0005,100.0,518.67,643.08,1594.87,1415.14,14.62,21.61,553.81,2388.08,9089.36,1.3,47.53,521.71,2388.07,8173.47,8.4823,0.03,393,2388,100.0,38.86,23.3022,0,-0.10325467594363896
3,140,-0.0009,0.0002,100.0,518.67,642.87,1589.67,1414.46,14.62,21.61,553.12,2388.04,9089.2,1.3,47.39,521.33,2388.0,8175.9,8.4544,0.03,394,2388,100.0,38.89,23.2051,0,-0.08467196868864452
3,141,0.0025,0.0003,100.0,518.67,643.08,1584.87,1412.02,14.62,21.61,553.08,2388.11,9098.7,1.3,47.66,521.7,2388.04,8177.5,8.4394,0.03,394,2388,100.0,38.77,23.2201,0,-0.09516773401090445
3,142,-0.0012,0.0003,100.0,518.67,643.03,1587.35,1413.05,14.62,21.61,552.85,2388.02,9098.87,1.3,47.69,521.23,2388.06,8177.01,8.4786,0.03,394,2388,100.0,38.91,23.3298,0,-0.07689423265681844
3,143,0.0012,0.0004,100.0,518.67,642.48,1594.94,1402.45,14.62,21.61,553.0,2388.05,9101.3,1.3,47.56,521.36,2388.08,8177.99,8.4217,0.03,394,2388,100.0,38.73,23.3126,0,-0.10556124205012529
3,144,0.004,-0.0001,100.0,518.67,642.48,1593.19,1416.18,14.62,21.61,552.94,2388.06,9101.55,1.3,47.49,521.33,2388.07,8179.98,8.4587,0.03,391,2388,100.0,38.71,23.2089,0,-0.07253316503855983
3,145,-0.0022,-0.0003,100.0,518.67,642.65,1591.66,1403.51,14.62,21.61,553.55,2388.06,9105.53,1.3,47.47,521.27,2388.03,8179.92,8.4219,0.03,394,2388,100.0,38.88,23.2711,0,-0.10332742254832711
3,146,0.0017,0.0004,100.0,518.67,643.71,1589.2,1413.64,14.62,21.61,553.85,2388.07,9109.59,1.3,47.43,521.16,2388.03,8183.78,8.458,0.03,393,2388,100.0,38.74,23.331,0,-0.056988483566405124
3,147,0.0023,0.0001,100.0,518.67,643.07,1590.59,1411.55,14.62,21.61,553.79,2388.09,9109.19,1.3,47.62,521.37,2388.02,8183.29,8.4965,0.03,396,2388,100.0,38.92,23.3225,0,-0.04706511529032831
3,148,-0.0013,0.0003,100.0,518.67,642.69,1589.28,1421.05,14.62,21.61,553.37,2388.05,9112.94,1.3,47.5,521.1,2388.09,8177.05,8.4426,0.03,394,2388,100.0,38.77,23.2463,0,-0.07701033353298731
3,149,0.0014,-0.0,100.0,518.67,643.26,1594.66,1414.51,14.62,21.61,552.71,2388.09,9113.8,1.3,47.64,521.18,2388.06,8183.53,8.4499,0.03,394,2388,100.0,38.8,23.3094,0,-0.08459860034468042
3,150,0.0002,-0.0003,100.0,518.67,643.08,1591.34,1407.58,14.62,21.61,553.35,2388.04,9108.76,1.3,47.78,521.77,2388.12,8185.67,8.4995,0.03,393,2388,100.0,38.84,23.2518,0,-0.08125062496523477
3,151,0.0009,-0.0,100.0,518.67,643.04,1594.47,1420.87,14.62,21.61,552.82,2388.05,9117.82,1.3,47.61,521.26,2388.04,8192.2,8.442,0.03,393,2388,100.0,38.74,23.2479,0,-0.06287233715747376
3,152,-0.002,-0.0003,100.0,518.67,643.34,1599.53,1411.65,14.62,21.61,553.59,2388.06,9116.1,1.3,47.66,520.99,2388.02,8186.26,8.4818,0.03,395,2388,100.0,38.86,23.3026,0,-0.05944772424535938
3,153,-0.001,0.0004,100.0,518.67,642.89,1594.75,1416.95,14.62,21.61,553.63,2388.08,9114.32,1.3,47.63,521.06,2388.14,8191.86,8.4479,0.03,395,2388,100.0,38.72,23.1607,0,-0.05820020504863793
3,154,0.0021,-0.0001,100.0,518.67,643.15,1599.04,1414.53,14.62,21.61,553.26,2388.03,9123.01,1.3,47.63,521.48,2388.0,8191.96,8.4483,0.03,393,2388,100.0,38.63,23.1781,0,-0.04433004280311986
3,155,0.0006,0.0002,100.0,518.67,642.83,1588.51,1413.92,14.62,21.61,553.47,2388.05,9130.48,1.3,47.69,521.28,2388.01,8193.56,8.462,0.03,395,2388,100.0,38.71,23.2262,0,-0.05264705558802063
3,156,-0.0002,-0.0003,100.0,518.67,643.52,1597.3,1411.91,14.62,21.61,553.03,2388.09,9121.93,1.3,47.67,521.1,2388.04,8196.33,8.4749,0.03,396,2388,100.0,38.7,23.1933,0,-0.047445217545198926
3,157,-0.0006,0.0004,100.0,518.67,642.84,1599.31,1414.01,14.62,21.61,552.54,2388.11,9126.88,1.3,47.82,521.11,2388.07,8195.97,8.4683,0.03,395,2388,100.0,38.6,23.0792,0,-0.036203386580611896
3,158,-0.0003,-0.0003,100.0,518.67,643.19,1593.16,1421.83,14.62,21.61,553.21,2388.1,9134.44,1.3,47.74,521.26,2388.07,8204.2,8.4977,0.03,394,2388,100.0,38.56,23.1803,0,-0.040688290364133795
3,159,-0.0005,-0.0004,100.0,518.67,642.71,1597.8,1415.2,14.62,21.61,553.19,2388.11,9127.25,1.3,47.72,521.08,2388.04,8198.23,8.4882,0.03,394,2388,100.0,38.6,23.1906,0,-0.05181468350465296
3,160,0.0058,0.0002,100.0,518.67,642.48,1595.61,1415.88,14.62,21.61,553.16,2388.1,9131.44,1.3,47.76,521.16,2388.13,8203.54,8.4458,0.03,393,2388,100.0,38.69,23.2144,0,-0.05848743450767352
3,161,-0.0015,-0.0001,100.0,518.67,643.6,1594.41,1416.4,14.62,21.61,552.82,2388.06,9146.21,1.3,47.68,520.48,2388.09,8202.48,8.4779,0.03,394,2388,100.0,38.62,23.19,0,-0.027371688355862567
3,162,0.0022,0.0002,100.0,518.67,643.11,1594.78,1420.33,14.62,21.61,552.97,2388.12,9134.86,1.3,47.89,521.51,2388.04,8204.85,8.4726,0.03,393,2388,100.0,38.67,23.0617,0,-0.02410470006483406
3,163,-0.0016,0.0,100.0,518.67,643.0,1597.51,1422.22,14.62,21.61,553.11,2388.13,9142.78,1.3,47.58,521.34,2388.13,8209.22,8.4766,0.03,394,2388,100.0,38.64,23.1448,0,-0.02359917078688817
3,164,0.0007,-0.0003,100.0,518.67,643.09,1601.99,1416.56,14.62,21.61,552.81,2388.09,9143.64,1.3,47.81,520.78,2388.06,8209.0,8.5019,0.03,395,2388,100.0,38.74,23.0846,0,-0.010358545952071752
3,165,-0.0005,-0.0001,100.0,518.67,642.96,1601.94,1416.31,14.62,21.61,552.94,2388.09,9150.46,1.3,47.97,521.1,2388.09,8215.68,8.4846,0.03,396,2388,100.0,38.69,23.123,1,0.0024502709303643178
3,166,0.003,-0.0002,100.0,518.67,642.9,1598.82,1419.27,14.62,21.61,552.56,2388.04,9153.66,1.3,47.79,520.98,2388.08,8218.07,8.5133,0.03,395,2388,100.0,38.52,23.1578,0,-0.0005584556922201278
3,167,0.0027,0.0004,100.0,518.67,643.38,1605.41,1415.96,14.62,21.61,551.95,2388.17,9149.93,1.3,47.97,520.47,2388.11,8223.46,8.4815,0.03,396,2388,100.0,38.68,23.147,1,0.005764059448614134
3,168,-0.0012,0.0002,100.0,518.67,643.46,1593.72,1422.59,14.62,21.61,552.04,2388.11,9154.65,1.3,47.93,520.75,2388.1,8221.68,8.5141,0.03,395,2388,100.0,38.49,23.2036,1,0.004338192634348204
3,169,0.0016,-0.0001,100.0,518.67,643.55,1602.9,1424.39,14.62,21.61,552.76,2388.13,9157.05,1.3,47.9,520.19,2388.14,8230.54,8.4936,0.03,395,2388,100.0,38.52,23.1723,1,0.014133936527600088
3,170,-0.0015,-0.0003,100.0,518.67,643.35,1606.1,1428.52,14.62,21.61,553.34,2388.12,9159.3,1.3,48.14,520.62,2388.13,8230.71,8.4758,0.03,395,2388,100.0,38.48,23.1829,1,0.03453641333106883
3,171,-0.0011,-0.0003,100.0,518.67,643.36,1603.48,1419.33,14.62,21.61,551.57,2388.16,9170.51,1.3,47.91,520.75,2388.15,8233.24,8.5011,0.03,395,2388,100.0,38.7,23.1225,1,0.030312836888680805
3,172,-0.0017,-0.0004,100.0,518.67,643.62,1597.73,1426.38,14.62,21.61,552.89,2388.08,9168.78,1.3,47.64,520.25,2388.06,8235.35,8.5219,0.03,396,2388,100.0,38.85,23.2086,1,0.049746357346275416
3,173,0.0028,-0.0002,100.0,518.67,643.64,1604.78,1417.29,14.62,21.61,552.16,2388.14,9174.85,1.3,48.16,520.7,2388.11,8234.4,8.4763,0.03,394,2388,100.0,38.51,23.1498,1,0.04741257028505008
3,174,0.0034,-0.0005,100.0,518.67,643.46,1602.86,1424.79,14.62,21.61,552.29,2388.13,9179.87,1.3,47.84,520.02,2388.14,8234.96,8.5363,0.03,396,2388,100.0,38.53,23.0144,1,0.06608114973424417
3,175,-0.003,0.0004,100.0,518.67,643.15,1603.74,1424.17,14.62,21.61,551.47,2388.06,9172.76,1.3,48.12,520.34,2388.14,8238.86,8.5066,0.03,396,2388,100.0,38.49,22.9909,1,0.07669507266433861
3,176,-0.0008,0.0002,100.0,518.67,643.93,1595.61,1438.51,14.62,21.61,551.93,2388.18,9185.88,1.3,47.98,520.91,2388.12,8251.82,8.5245,0.03,396,2388,100.0,38.49,23.0656,1,0.07598199793743865
3,177,-0.0041,-0.0002,100.0,518.67,643.68,1601.21,1423.5,14.62,21.61,552.17,2388.13,9191.53,1.3,48.1,520.19,2388.16,8249.86,8.5286,0.03,397,2388,100.0,38.37,23.0336,1,0.09757215004412456
3,178,-0.001,0.0001,100.0,518.67,643.66,1606.5,1430.55,14.62,21.61,551.31,2388.19,9193.98,1.3,48.38,520.14,2388.12,8253.84,8.5351,0.03,399,2388,100.0,38.57,23.1323,1,0.12858074384572016
3,179,0.0012,0.0,100.0,518.67,643.51,1604.8,1428.23,14.62,21.61,551.91,2388.14,9197.52,1.3,48.09,519.53,2388.2,8255.34,8.5056,0.03,398,2388,100.0,38.4,22.9562,1,0.11393427303399228
4,1,0.0025,0.0005,100.0,518.67,642.6,1585.4,1402.85,14.62,21.61,553.97,2388.06,9051.1,1.3,47.29,521.94,2388.07,8131.5,8.42,0.03,393,2388,100.0,39.04,23.3814,0,-0.13617424397716305
4,2,0.0002,-0.0004,100.0,518.67,642.45,1583.54,1410.36,14.62,21.61,554.62,2388.06,9048.41,1.3,47.35,521.7,2388.04,8129.53,8.3999,0.03,391,2388,100.0,39.02,23.4437,0,-0.10925755659352798
4,3,-0.0025,-0.0,100.0,518.67,642.16,1586.59,1398.65,14.62,21.61,553.52,2388.08,9052.57,1.3,47.4,521.35,2388.09,8131.24,8.415,0.03,391,2388,100.0,38.96,23.3314,0,-0.10882452042309237
4,4,0.0024,-0.0003,100.0,518.67,642.73,1583.96,1400.32,14.62,21.61,553.58,2388.08,9047.7,1.3,47.39,522.0,2388.01,8132.9,8.4309,0.03,392,2388,100.0,38.87,23.4338,0,-0.11424428476733905
4,5,0.0012,-0.0002,100.0,518.67,642.11,1590.62,1399.42,14.62,21.61,552.91,2388.1,9046.98,1.3,47.26,521.35,2388.11,8126.94,8.4164,0.03,393,2388,100.0,38.91,23.2896,0,-0.09788706326119417
4,6,0.0023,0.0005,100.0,518.67,642.46,1588.76,1407.78,14.62,21.61,553.12,2388.04,9048.78,1.3,47.18,521.9,2388.09,8136.69,8.4313,0.03,392,2388,100.0,38.94,23.3491,0,-0.11187360727051127
4,7,-0.002,0.0002,100.0,518.67,642.26,1586.91,1404.44,14.62,21.61,554.42,2388.06,9053.53,1.3,47.45,521.96,2388.08,8130.68,8.4372,0.03,393,2388,100.0,38.87,23.4134,0,-0.13016936705769444
4,8,0.0014,-0.0004,100.0,518.67,641.97,1584.18,1406.22,14.62,21.61,553.93,2388.05,9048.79,1.3,47.24,521.77,2388.06,8134.3,8.4169,0.03,393,2388,100.0,38.91,23.4044,0,-0.12814189719583224
4,9,0.0059,0.0005,100.0,518.67,642.59,1584.78,1403.51,14.62,21.61,553.78,2388.06,9051.3,1.3,47.43,522.23,2388.0,8132.18,8.388,0.03,393,2388,100.0,38.88,23.3179,0,-0.1204087711163308
4,10,0.0006,-0.0003,100.0,518.67,642.78,1586.0,1400.12,14.62,21.61,553.54,2388.06,9050.49,1.3,47.5,521.54,2388.09,8131.5,8.4233,0.03,392,2388,100.0,38.94,23.3154,0,-0.11572468776359385
4,11,0.0034,0.0003,100.0,518.67,642.21,1588.75,1395.79,14.62,21.61,553.58,2388.07,9049.29,1.3,47.31,522.35,2388.06,8130.08,8.4134,0.03,394,2388,100.0,39.21,23.4153,0,-0.08596400654129727
4,12,0.0014,-0.0001,100.0,518.67,642.63,1584.33,1403.67,14.62,21.61,554.39,2388.09,9053.08,1.3,47.35,521.77,2388.05,8129.83,8.4208,0.03,394,2388,100.0,38.93,23.2962,0,-0.12490161281866363
4,13,-0.0018,0.0005,100.0,518.67,642.24,1587.74,1395.23,14.62,21.61,553.5,2388.06,9053.94,1.3,47.29,521.78,2388.06,8127.22,8.433,0.03,392,2388,100.0,38.87,23.3162,0,-0.11923463460310851
4,14,-0.0019,0.0005,100.0,518.67,642.62,1583.38,1407.62,14.62,21.61,553.65,2388.05,9045.65,1.3,47.49,521.91,2388.07,8134.1,8.4236,0.03,393,2388,100.0,38.92,23.4073,0,-0.12166862672800255
4,15,-0.0021,-0.0001,100.0,518.67,642.47,1592.08,1401.13,14.62,21.61,554.7,2388.03,9050.65,1.3,47.35,521.98,2388.05,8132.16,8.4369,0.03,392,2388,100.0,38.91,23.3439,0,-0.12824463111362094
4,16,0.0014,-0.0001,100.0,518.67,642.17,1585.39,1409.84,14.62,21.61,554.72,2388.09,9049.49,1.3,47.3,521.66,2388.08,8125.32,8.4203,0.03,393,2388,100.0,39.04,23.313,0,-0.1010356931680747
4,17,0.0014,0.0004,100.0,518.67,642.06,1587.82,1406.43,14.62,21.61,553.57,2388.1,9050.63,1.3,47.39,522.35,2388.06,8129.65,8.4309,0.03,392,2388,100.0,38.95,23.2397,0,-0.10660705201015497
4,18,0.0002,-0.0002,100.0,518.67,642.36,1589.62,1403.75,14.62,21.61,554.23,2388.08,9047.81,1.3,47.52,521.96,2388.09,8132.26,8.4229,0.03,393,2388,100.0,39.01,23.2961,0,-0.12724857432098308
4,19,-0.0029,0.0005,100.0,518.67,643.02,1589.9,1406.34,14.62,21.61,553.62,2388.02,9051.51,1.3,47.28,521.95,2388.08,8138.08,8.4111,0.03,392,2388,100.0,39.1,23.2799,0,-0.10396239814261082
4,20,0.0022,-0.0003,100.0,518.67,642.53,1589.76,1401.19,14.62,21.61,553.97,2388.05,9047.8,1.3,47.26,521.62,2388.08,8128.24,8.3897,0.03,392,2388,100.0,38.91,23.3725,0,-0.11049174820573493
4,21,-0.0029,-0.0001,100.0,518.67,642.49,1593.11,1398.49,14.62,21.61,554.01,2388.05,9056.58,1.3,47.33,521.5,2388.07,8139.62,8.4263,0.03,393,2388,100.0,38.97,23.2878,0,-0.12659963629772653
4,22,0.0025,-0.0003,100.0,518.67,642.68,1594.65,1405.05,14.62,21.61,554.28,2388.09,9047.38,1.3,47.7,521.78,2388.05,8131.9,8.3904,0.03,391,2388,100.0,39.17,23.2002,0,-0.05554209580922281
4,23,0.0022,0.0,100.0,518.67,642.41,1592.74,1401.8,14.62,21.61,554.49,2388.14,9049.85,1.3,47.44,521.97,2388.03,8134.54,8.4255,0.03,395,2388,100.0,39.12,23.3787,0,-0.08353802560934609
