track_id,track_name,track_artist,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
5BqvGsg4foTngD67rNlay1,"Class-Sikh Maut, Vol. II",Prabh Deep,rap,0.855,0.68,8,-8.041,1,0.428,0.0601,0.0,0.0417,0.818,129.842
3PkLiVZFchdmUluS9QL8fv,Euromillón,Rels B,rap,0.816,0.585,11,-8.344,0,0.0812,0.769,0.0,0.111,0.523,122.073
6D57CkE8xH0lagjxG9NjA7,Swing Back,Phos Toni,edm,0.808,0.657,0,-6.365,0,0.0453,0.0257,0.644,0.32,0.41,120.966
0pbDSZcemLKgoJfeJE1uZN,Ta Malo,Scorpion,latin,0.933,0.828,11,-4.021,0,0.127,0.0186,0.24,0.0675,0.47,105.01
0k47yi2yLzGLUNGzpEfm6g,Breaking Me Off,R3load,r&b,0.717,0.211,1,-18.88,0,0.0665,0.386,0.000368,0.162,0.0829,125.912
6s9xry4WwV9va0iJXCEJPQ,better days,sky pedro,latin,0.58,0.315,0,-15.525,1,0.0788,0.909,0.0265,0.161,0.424,157.937
2AIE0bOki9EgMaiGHM6PJV,Heart Talk,Alex McArtor,rock,0.42,0.687,9,-7.466,1,0.0288,0.000499,2.4e-06,0.315,0.34,164.044
7rwWVAldgVU8CtPrxgwItZ,Superpowers,Dallas,edm,0.831,0.388,9,-11.917,1,0.117,0.0932,0.000546,0.102,0.179,115.024
6VcKAd94eVxNyudlWN91GH,"Time of Our Lives - Main Title Theme From ""I Didn't Do It""",Olivia Holt,pop,0.467,0.817,2,-4.941,1,0.0879,0.000152,0.000594,0.199,0.647,200.044
3gMJMSrU2QETbsILNuybIh,Make A Move - Pt. 2,EMMA WAHLIN,pop,0.837,0.52,9,-7.575,0,0.14,0.617,0.0182,0.184,0.463,123.972
6tsOcBnaKgzK22yEiqRh8P,MONOPOLY (with Victoria Monét),Ariana Grande,pop,0.892,0.507,0,-8.282,1,0.378,0.704,3.14e-05,0.109,0.695,143.96
6VJltndLhBNRfAwriX9yY3,Dime Si Este Amor Se Acabo,Guille El Invencible,latin,0.771,0.934,8,-3.151,0,0.109,0.401,0.0,0.165,0.802,95.007
0NWPxcsf5vdjdiFUI8NgkP,Hey Joe,Jimi Hendrix,rock,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492
1gZ7i4qxXkHZb1r6eioaAP,Don't Cha,The Pussycat Dolls,pop,0.877,0.637,1,-3.493,0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988
4hwURXMafKnSickN38QLBn,Caída libre,Vanesa Martín,latin,0.574,0.797,1,-5.249,0,0.0813,0.337,0.0,0.0903,0.535,113.934
0A5qqtFMG1qrNQEcjvr1A2,Break the Rules,Charli XCX,pop,0.676,0.926,0,-2.244,0,0.0425,0.0305,0.000658,0.0771,0.818,124.019
4y0c7gHwdlTRc6swtlkwg5,I'd Rather Go Blind,Gemma Ray,r&b,0.361,0.193,5,-10.641,0,0.0566,0.952,0.213,0.111,0.371,172.447
1zYNxblaA2j7QrxOqaqyEc,Used To Love U,John Legend,r&b,0.647,0.81,5,-4.779,0,0.0857,0.032,2.91e-06,0.418,0.608,87.975
3KTVQGLS2np8dWe5s4F9EN,Move On,Mike Posner,pop,0.738,0.689,2,-5.715,1,0.0327,0.167,0.453,0.413,0.416,102.021
1vXowFMghZPxYLY4dozLzY,Never Alone,The High School of Music & Art,r&b,0.375,0.625,1,-10.642,1,0.046,0.515,0.0,0.0984,0.406,95.567
7mvRBXq6hV0PpBZeyjjDPy,Granular,Spieltape,edm,0.82,0.565,4,-8.123,0,0.177,0.0194,0.827,0.123,0.702,123.013
6nOlKKTDAU6yPfCMBTRdPX,The Drums,Santos Suarez,latin,0.846,0.929,8,-4.38,1,0.0647,0.00031,0.89,0.0579,0.393,127.999
2yd4FH40jSVLOCgZ1sJM2z,Vamo´ a la calle,Carlos Baute,latin,0.698,0.838,11,-6.375,1,0.0486,0.0739,0.0,0.0576,0.856,103.005
2lH43POZa4XHxydnZizET5,TTM (feat. Wiz Khalifa & NGHTMRE),PnB Rock,r&b,0.786,0.82,6,-3.254,0,0.0587,0.0975,0.0,0.0751,0.597,120.047
5Wr2fVAVxcEfFwvJhIInH7,Tú No Lo Amas,Anuel AA,rap,0.739,0.733,1,-3.933,1,0.0818,0.703,0.0,0.117,0.389,128.271
64L7BSxBzDkZZSWO7YdgPd,Finder (The Path),Ninetoes,edm,0.82,0.729,6,-8.506,0,0.0547,0.00313,0.876,0.0783,0.0802,120.998
6uP1ltEgH9Na7C1AkxJTvF,Gimme Gimme Gimme (with Patti Austin),Narada Michael Walden,pop,0.639,0.795,10,-5.927,1,0.0655,0.034,0.0,0.179,0.939,171.378
2hGEmiZnMqj683DUd11mKS,School of Hard Knocks,Biff Byford,rock,0.473,0.911,9,-3.843,0,0.0748,0.000105,0.145,0.0704,0.386,131.995
18i0gucDwb7GYpGUnk96TI,LIFE,Mambo Brothers,edm,0.652,0.977,9,-5.705,1,0.036,0.114,0.936,0.358,0.654,123.987
5qzZf8QtBUCdlsRDinh3jP,Both of You,Patrick Martin,rock,0.631,0.851,8,-2.673,1,0.0561,0.516,0.0,0.209,0.727,161.906
2bEjR5R9lkfBBOXlCOR45h,Find Our Way (feat. Chandler Blasé),Dirty Palm,edm,0.556,0.887,10,-4.091,0,0.154,0.00559,0.000282,0.112,0.474,127.993
2ogKhhoMClkFXek7ZgxAhN,Shameless,Camila Cabello,pop,0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31e-05,0.174,0.0851,129.698
59acp1OhcvxwVBwQJBYKuX,Loose,Daniel Caesar,r&b,0.198,0.162,1,-15.815,1,0.0343,0.926,0.00896,0.135,0.0527,70.453
5ScMaEiUXf9BATTbDKNFq8,Where Are Ü Now (with Justin Bieber) - Marshmello Remix,Jack Ü,edm,0.572,0.863,8,-4.128,1,0.0424,0.00266,0.000307,0.127,0.475,141.919
5A3qVlLryOqCuAB1DXrn8t,Blood Knows,Rhye,pop,0.605,0.45,7,-9.825,0,0.0522,0.861,0.00769,0.0857,0.144,101.085
1AEYT6VxrxXPMoQUxsY0E4,Headstrong,Trapt,rock,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981
6Bd0NxQvDsQlb7WLeSwvfO,All Rise,Wovenwar,rock,0.365,0.987,6,-1.241,0,0.119,5.29e-05,2.46e-05,0.215,0.128,159.964
2b6i9zx3ULzKrNWmyP0ePD,C90 (Remix),John C,rap,0.867,0.761,1,-5.1,1,0.0937,0.336,2.12e-06,0.0654,0.609,122.952
24aMOBYVHE58Y33RIwkT0L,Like I Did,Shane Harper,pop,0.588,0.793,1,-4.301,1,0.0414,0.0159,0.0,0.0801,0.466,97.977
13KqNIOOSdYbglwbio785S,Бумеранг,Руслан Черный,rap,0.731,0.518,3,-8.423,0,0.304,0.549,0.0,0.149,0.503,130.081
6J9mEyi5F13mvjxtqLGtya,God's Work,Demun Jones,rap,0.523,0.544,0,-11.343,1,0.198,0.491,0.0,0.105,0.53,163.854
3h3WmEpqqgfk7YKaiLvSBR,Don't Stop,Freestylers,latin,0.779,0.708,6,-12.509,0,0.056,0.0147,0.000223,0.581,0.839,127.885
1zOaxkbS1kAY1gIi0g8sOm,It's My Life,Bon Jovi,rock,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992
1yLyf9SqDF7qGxHb9OQGST,I Need An Angel,Ruben Studdard,r&b,0.618,0.679,11,-4.68,1,0.0335,0.225,0.0,0.0867,0.38,112.699
60jhH0IOUgycrEJbK7zP1s,Southern Fried Intro,Ludacris,rap,0.605,0.885,10,-4.827,0,0.17,0.259,0.0,0.192,0.753,145.915
2J9jt3JJXCt6SR7MxLcME7,Evil Ways (Justice Mix),Blues Saraceno,rap,0.247,0.63,7,-6.615,1,0.0403,0.0444,0.00911,0.103,0.318,72.506
5e3UWcbvTaF5CJWu81MqlQ,"Cruisin' for a Bruisin' - From ""Teen Beach Movie""",Ross Lynch,pop,0.585,0.911,11,-4.623,1,0.119,0.0263,0.0,0.112,0.781,163.933
0D3wXKkXF8EskL5ipBnYl7,Canam,Farruko,rap,0.742,0.745,11,-6.296,0,0.231,0.054,0.0,0.38,0.673,151.932
1PHtrsNSX7kT1xvmL6JPbi,Señora,Kate Candela,latin,0.75,0.856,0,-3.703,1,0.0432,0.276,6.91e-05,0.214,0.732,97.019
0efgEM1LQDbK43rqPH2Iyd,Sneak Diss (feat. So6ix),Ghostemane,rap,0.923,0.94,9,-5.828,1,0.16,0.0204,9.67e-06,0.136,0.839,139.804
76bqpXdcQBtnQw6ByKQjvO,Withu,Blvk,rap,0.741,0.219,10,-11.878,0,0.0813,0.853,0.935,0.109,0.519,156.116
4yN6xPLopmTLvc27pO9LIE,Si Tú La Ves (feat. Wisin),Nicky Jam,latin,0.685,0.731,5,-5.119,0,0.093,0.204,0.0,0.0722,0.786,177.912
1vNoA9F5ASnlBISFekDmg3,Zombie,Bad Wolves,rock,0.448,0.826,2,-3.244,0,0.0319,0.00756,0.0,0.117,0.19,77.093
2XHMV6S9lLclZ0rSkDw70L,Top of the World,423kidk,r&b,0.771,0.654,10,-7.578,0,0.192,0.399,0.000129,0.0763,0.339,89.994
5qFeMRz4TvetPmzjre9Dq7,No Es Justo,J Balvin,latin,0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866
74OqjT3PMVWlZAyqUt4FgG,We Takin' Over,DJ Khaled,rap,0.767,0.872,10,-4.25,0,0.0761,0.153,0.0,0.518,0.565,112.6
3bQP7tbRGkclN0h2OCgc8E,Ya Baba,ALAWIE,latin,0.862,0.682,4,-6.963,0,0.103,0.283,5.39e-06,0.0658,0.903,120.108
3uSSjnDMmoyERaAK9KvpJR,Too Deep,dvsn,r&b,0.616,0.243,9,-13.975,1,0.103,0.284,0.149,0.264,0.56,183.948
4svCVV4VHEL3Z4efES868h,Go DJ,Lil Wayne,rap,0.729,0.792,6,-3.137,1,0.142,0.0617,0.0,0.223,0.698,157.993
5lNRxj20YUieZmOz0JuK0m,Lambo,DubVision,edm,0.772,0.747,0,-6.718,1,0.0673,0.00602,0.0231,0.243,0.63,127.976
1JNvCcHIlwpcxWJ5NFgUrl,Get Up,Dorothy,rap,0.643,0.383,9,-6.433,0,0.036,0.0197,0.0,0.0892,0.42,94.985
5lmIYnlQtX87TBSo7A2eUI,Wang Dang Sweet Poontang,Ted Nugent,rock,0.28,0.978,2,-3.505,1,0.211,0.00353,0.0755,0.117,0.573,193.325
5Pshy0bOUQfOaHaz7KwPse,Tighter,Fitz and The Tantrums,r&b,0.469,0.654,10,-5.268,1,0.03,0.174,0.0103,0.125,0.338,117.975
2OnE9BINkDVzKC8ssN8M5K,I Like The Way You Work,Blackstreet,r&b,0.814,0.827,5,-2.969,1,0.111,0.107,0.0,0.118,0.624,95.272
5ZuInVOgNrq49O6XtYpjq1,Gravity,Timeflies,pop,0.68,0.666,10,-5.698,1,0.0441,0.0217,0.0,0.125,0.501,74.0
1iyd6WIPHBeabQGS1Ns1Le,I Get It My Way,Paul Otten,rap,0.521,0.652,7,-5.773,1,0.03,0.00244,0.000135,0.292,0.566,175.926
0HOrDVS349XFcpCYsO2hAP,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,rock,0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392
6HZILIRieu8S0iqY8kIKhj,DNA.,Kendrick Lamar,rap,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913
21mimz3pv3JD4r8wEJJfNg,Puff Lah,KAYTRANADA,edm,0.707,0.863,11,-7.469,1,0.056,0.000576,0.893,0.236,0.735,108.022
7bp5DfkdK1OAvNJ1U4HfDA,Shadowboxin',GZA,rap,0.704,0.642,1,-10.11,1,0.39,0.00704,1.43e-06,0.161,0.72,92.09
2E32QoPYNwwQLpwlSCyIhX,Es Imposible,Funky,latin,0.691,0.868,4,-4.076,1,0.0536,0.0206,0.0,0.226,0.811,114.975
6QqyaRMQ90rL3PGZRXYdox,Hurricane - Unplugged,Thirty Seconds To Mars,latin,0.228,0.329,9,-10.295,0,0.0595,0.651,0.0,0.968,0.142,79.349
3uKdu7AtigAJ8GgTu0yJTe,Rayando El Sol (feat. Pablo Alborán),Maná,latin,0.627,0.456,7,-7.143,1,0.0281,0.314,0.0,0.0901,0.193,122.025
76GXOX2b5MASAaRSdPfJck,Shockwave,Audax,edm,0.7,0.823,5,-5.269,0,0.0392,0.011,3.45e-06,0.103,0.544,125.969
0BRnrH5giRwt9bjriA9JKi,Chili Hot,Wac Toja,rap,0.52,0.809,2,-4.623,0,0.428,0.239,5.19e-05,0.0654,0.42,89.987
2tYm3tFCc8aXMlZ3pablEB,Epic,Fayn,pop,0.809,0.436,0,-6.26,0,0.233,0.0336,0.0,0.0985,0.259,137.934
6ILuy3gHKQRoCdNfVmok9d,Lidl,MZ,r&b,0.701,0.696,8,-5.427,0,0.106,0.0682,0.0,0.113,0.67,130.048
3FskQrDXcY24ur2fCvz35O,Ye,Burna Boy,r&b,0.503,0.592,5,-5.923,0,0.444,0.0181,0.00014,0.169,0.344,201.85
63zCFKF73wPvX7x4c6s3ko,aural sex,less.people,rap,0.596,0.149,9,-16.955,0,0.0543,0.955,0.688,0.0868,0.165,98.793
5aDy7kSgepddFpgvzbfVoq,Boss,Bushido,rap,0.771,0.746,7,-4.501,1,0.146,0.242,0.0,0.0565,0.437,96.974
766RKRQ1ZJjmdBQ9y54HKj,Animals - Original Mix,Martin Garrix,edm,0.674,0.866,1,-6.384,1,0.0386,0.00138,0.699,0.383,0.0376,128.012
3lcC9CnN7Rpo1ugATzmYjY,Area Codes,Ludacris,rap,0.86,0.687,9,-7.203,0,0.433,0.399,0.0,0.67,0.622,100.934
6EuWlqhvkWyJMW8HQxEfEA,Noche Loca Remix,Oken,latin,0.812,0.636,9,-7.3,1,0.0629,0.0747,1.17e-05,0.192,0.477,97.99
6oWm4sBOIq2yjkNaJ92YGF,Cry For You,Jodeci,r&b,0.652,0.495,5,-12.305,0,0.0332,0.298,0.0,0.288,0.6,115.778
3d4z8zsN0zlYHPb8EeADxZ,Just Give Me Your Time,Sharon Jones & The Dap-Kings,r&b,0.331,0.344,7,-10.959,0,0.053,0.207,6.77e-05,0.135,0.132,64.211
7zBQRGpYImAdIZc97FNj3V,"Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",Juicy J,rap,0.596,0.815,6,-5.668,0,0.0755,0.0111,0.0,0.174,0.459,165.015
3i85UIF4nR7qZXTnEwqdPr,Changes,Charles Bradley,r&b,0.41,0.449,0,-8.14,1,0.0346,0.00584,0.00133,0.067,0.307,148.119
3VwZqgfrM3xb1usuLprkTu,Cellophane,FKA twigs,r&b,0.463,0.282,2,-12.075,1,0.0424,0.884,0.000158,0.0983,0.244,106.952
3Azfxy310AeqVbUsx4Mqql,AFTER,Johnny 500,latin,0.705,0.663,6,-3.172,0,0.363,0.453,1.49e-05,0.0955,0.676,187.962
2qsQ8eVDPmobZpvDxQCVQu,Barbie Tingz,Nicki Minaj,r&b,0.917,0.679,6,-6.083,1,0.266,0.0867,0.0,0.588,0.453,102.449
2WyRfGeHo97VC5mP1BBSzr,Mother's Daughter,Miley Cyrus,r&b,0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017
2YJ7tTicU1vUmUjYNJROrv,BOYFREN,LoveLeo,r&b,0.842,0.368,1,-7.324,1,0.0668,0.251,0.0114,0.0912,0.713,79.96
1PLxCD183hiMW2ajB5givF,Coast to Coast,CASIOPEA,rock,0.56,0.62,5,-10.716,1,0.0301,0.327,0.62,0.318,0.766,133.021
0nNgYDUY4zx9KJAM6ZkPAs,That's The Way Love Is,Bobby Brown,r&b,0.706,0.886,10,-6.335,0,0.0463,0.0797,2.07e-05,0.0509,0.914,108.353
7hynhxDoDpgMIV12JuVtNa,UN PESO,J Balvin,rap,0.627,0.675,5,-7.125,0,0.213,0.125,0.0,0.0784,0.961,79.31
0vtxnsqQPd3ctEOq20U8q0,Why,anders,rap,0.785,0.535,8,-6.686,1,0.0445,0.14,0.0,0.11,0.229,135.058
2OAylPUDDfwRGfe0lYqlCQ,Never Really Over - R3HAB Remix,Katy Perry,pop,0.449,0.856,5,-4.788,0,0.0623,0.187,0.0,0.176,0.152,112.648
6axmyjkLHvdunPgr3lArhQ,Proud Of You,Skooly,rap,0.702,0.67,1,-5.684,0,0.0873,0.0535,0.0,0.0813,0.782,75.975
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,pop,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991
2oMSXWFg1YuwFmJ4vjK57Q,I'll Wait (To Fall In Love),Anthony Hamilton,r&b,0.732,0.583,0,-5.513,1,0.0526,0.208,0.0,0.0938,0.493,134.217
0USXb7vV2uLFdhjBmxAIgk,Dancing With Myself,Generation X,rock,0.439,0.822,4,-6.764,1,0.0695,0.0113,0.0,0.133,0.884,176.711
6LxcPUqx6noURdA5qc4BAT,Motion Sickness,Phoebe Bridgers,pop,0.652,0.545,1,-9.021,1,0.0358,0.774,0.0428,0.0847,0.626,107.019
5kgqTe1BM720OjU78TGYDw,Tell Me You Love Me,Galantis,latin,0.762,0.797,5,-2.71,1,0.135,0.117,0.0,0.202,0.525,122.066
73WNR9fJWiTwrdKyMlVNf1,Apaga la Luz,Cheka,latin,0.75,0.739,10,-7.066,0,0.122,0.188,0.0154,0.0886,0.932,169.976
4NK49OnNDP3oJcTGs89XSg,Beggar's Song,Matt Maeson,pop,0.446,0.456,6,-7.338,1,0.054,0.595,0.0,0.0752,0.27,145.056
7rcZHRL3DrRtAy83R3nZVY,Talk To Me,F$O Dinero,rap,0.786,0.612,8,-4.894,1,0.217,0.76,0.0,0.111,0.513,84.963
5A7FKtfUqykPsmQ1wMZLDo,Lagoon,Laura Misch,pop,0.745,0.344,9,-11.841,0,0.0302,0.671,0.607,0.129,0.24,99.997
3zOGILD2cGfg9RDID1EEsX,Remember What You Like,Jenny Burton,latin,0.675,0.882,11,-14.319,0,0.0562,0.18,0.00267,0.0965,0.708,116.707
12BbMJsJi65mxneq6c9Lm7,All That She Wants - Remastered,Ace of Base,pop,0.707,0.628,11,-9.684,1,0.0877,0.00526,8.21e-05,0.104,0.87,187.548
20TnXqrq0vCKVGNP45VEAg,Abusadora,Wisin & Yandel,latin,0.775,0.786,1,-4.59,0,0.0503,0.0419,0.000413,0.0875,0.19,114.996
0jGrxrDFTq2Mh3ebNgvNGp,Bonita,Cabas,latin,0.716,0.552,9,-8.316,1,0.0347,0.4,0.0,0.232,0.785,108.045
7Hp5dzh57qndSeuvVpGL9B,Slow Burn,Brian Bromberg,pop,0.718,0.471,7,-11.139,1,0.04,0.567,0.576,0.102,0.569,80.025
4Eg0cp8BDbHZOfmxXYJ7Ff,Work,Roger Hanson,r&b,0.791,0.639,8,-9.995,0,0.456,0.421,0.0,0.138,0.51,87.98
5LFtkeNjLpZAey3Arj3h4M,Bridge over Troubled Water,Simon & Garfunkel,rock,0.276,0.236,3,-13.742,1,0.0299,0.795,9.67e-05,0.366,0.261,83.611
5b44idJ3d0ethElH4Jw6uX,State of Insanity,Travel With The Sun,rock,0.353,0.635,11,-7.388,1,0.0351,0.000724,0.000231,0.226,0.146,159.925
2cOLPCuhMrTzrErYHwVFAj,Pegao,Wisin & Yandel,latin,0.792,0.816,3,-4.751,1,0.254,0.51,0.0,0.356,0.809,96.038
0FNbtFy7loRI7jZC7QZETm,Stone Free,Jimi Hendrix,rock,0.544,0.834,2,-5.617,1,0.0553,0.0167,5.23e-05,0.14,0.835,133.713
736yu2jFYlDQne9qmRmKEL,Danger Zone,JETFIRE,edm,0.621,0.925,2,-2.933,1,0.0434,0.0238,0.000178,0.313,0.0387,127.995
3Q8vIPzcAUKc3SeQ5UZJiu,Afterlife,SIZE-S,edm,0.426,0.903,0,-5.914,1,0.133,0.0208,0.78,0.697,0.165,102.894
524euygKKFWurhvIdSrkg6,I Tuoi Particolari,Ultimo,r&b,0.659,0.588,0,-5.682,1,0.063,0.632,0.0,0.124,0.297,135.884
1Wj8TbAEUGChMPD1vvsUat,I'm Shakin',Jack White,rock,0.49,0.781,11,-10.1,0,0.268,0.0108,0.00118,0.065,0.764,79.166
5vJxGkAeihig5jOV5SG0uu,Talk to Me,Sixx:A.M.,rock,0.545,0.835,7,-6.799,1,0.0433,0.000367,0.0199,0.0757,0.275,108.039
0XIvZ82aDF7JiSi3ZE320u,Rock You Like A Hurricane,Scorpions,pop,0.482,0.601,7,-12.846,1,0.0486,0.00853,0.000187,0.249,0.774,125.619
6vBhadlx5nakGCwDENfCPw,Moon Meditation,KLIMENT,edm,0.606,0.618,5,-11.412,1,0.0281,0.309,0.596,0.194,0.164,98.004
1JO1xLtVc8mWhIoE3YaCL0,Happy Together,The Turtles,rock,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175
19a3JfW8BQwqHWUMbcqSx8,Famous,Kanye West,r&b,0.465,0.735,6,-3.715,1,0.117,0.0711,0.0,0.0975,0.409,173.935
3yznAoJ3OW7cY0dNrSlIzD,All Broken Hearted,Ballin Entertainment,latin,0.778,0.83,0,-11.413,0,0.0522,0.0836,5.44e-05,0.069,0.843,128.148
7EEaV81pUNKvqsTrEHGoQH,Erase The Pain,Palisades,rock,0.466,0.864,3,-5.586,0,0.0976,5.45e-05,0.0,0.234,0.481,138.075
1j6xOGusnyXq3l6IryKF3G,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,latin,0.681,0.788,1,-4.323,1,0.0785,0.0482,0.0,0.0753,0.839,170.019
4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,Maroon 5,pop,0.651,0.663,0,-5.569,0,0.0281,0.228,0.0,0.0994,0.465,102.0
1yAPglN5AGf7UoLK062ZYq,Wish You Well,Sigala,pop,0.669,0.895,5,-3.787,0,0.0575,0.128,0.0,0.297,0.576,124.964
7bqtShG4VYS372JEtHLXRp,Eye of the Tiger,The Rural Alberta Advantage,r&b,0.779,0.365,2,-11.394,0,0.0361,0.885,0.00175,0.0992,0.445,105.891
2uiAa5m82aeHbtOFA3x58m,Aftermath,Kydus,pop,0.686,0.778,0,-10.392,1,0.0468,0.054,0.925,0.0671,0.039,124.005
2BVzcBHL8C2Cu44AfAkfLJ,Walk Away,James Gang,rock,0.603,0.762,8,-11.156,1,0.0342,0.0211,0.196,0.252,0.92,102.627
5YjxMnQx0pEdgkzwDyeXGQ,Nothing Matters,Christian Gregory,r&b,0.683,0.549,6,-8.087,0,0.0384,0.392,0.136,0.353,0.938,143.635
5sYxtT5C8uAzGbplBcjLYB,Alive,R3HAB,edm,0.631,0.858,11,-5.978,0,0.0754,0.0154,0.00789,0.263,0.365,137.982
5dYaElq0nua2omNCimEapq,Birthday,JP Cooper,r&b,0.644,0.581,6,-5.677,0,0.0418,0.0314,0.0,0.124,0.266,99.069
1IaIbjNFk6i21FyXump6Dz,Revolution (Unlike Pluto Remix) [feat. Faustix & Imanos and Kai],Diplo,rap,0.617,0.672,8,-3.624,1,0.0785,0.0152,5.32e-05,0.664,0.146,149.181
4IeUAegXVbETb7FpgNDnSM,I Luv This Shit,August Alsina,rap,0.643,0.592,1,-6.684,0,0.277,0.00475,1.54e-06,0.222,0.405,123.942
0SGkqnVQo9KPytSri1H6cF,Bounce Back,Big Sean,rap,0.78,0.574,1,-5.628,0,0.141,0.104,0.0,0.129,0.273,81.502
0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,Led Zeppelin,rock,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74
2sYLlZU3FuCF8SKNeIvdKA,Crush On You,The Jets,rock,0.777,0.834,1,-10.851,1,0.0574,0.0209,0.0976,0.0446,0.967,120.332
2GdxQw8NwoeH8tKySg6nym,Torn,Ava Max,pop,0.664,0.831,2,-4.472,0,0.0435,0.111,1.42e-06,0.0596,0.696,125.058
4CGcEaOtbf3xkY809oUjBQ,Fireproof,offrami,latin,0.723,0.71,11,-6.305,1,0.111,0.0056,0.0,0.408,0.558,116.095
2XThjBSUTyGe3UEY7O8YSC,Premonitions,The Psycho Realm,latin,0.793,0.546,10,-10.045,0,0.389,0.105,0.0,0.0834,0.343,99.936
75exSBqGJwoLRjgwN5YREO,Rewind (feat. Caelu),Cat Dealers,edm,0.746,0.817,0,-5.226,1,0.0612,0.00389,0.00236,0.158,0.343,123.022
74nBXnBEUBzCPfJxq1CG2i,Bangala,Ol Kainry,r&b,0.929,0.55,6,-8.165,1,0.0773,0.126,0.0,0.0804,0.684,98.018
35ZmCVnfYRdK1iLGCxNhMa,The Only,Static-X,rock,0.428,0.979,1,-2.929,1,0.225,7.04e-05,0.0,0.129,0.292,104.84
77JdjC0082Q3g4Nb5ugotm,Light Me Up,Flyte,pop,0.679,0.83,9,-5.461,1,0.0423,0.00772,0.000209,0.102,0.592,113.906
1Mxl69ygEVGdc155dYiHmr,Life Is A Highway - Remastered Version,Rascal Flatts,pop,0.583,0.955,5,-3.849,1,0.0642,0.00215,0.0,0.142,0.661,103.06
2OJ4ICFObsG4qQ1yICrCUZ,Malibu - Alan Walker Remix,Miley Cyrus,edm,0.592,0.815,8,-4.225,1,0.0711,0.00589,7.22e-06,0.0672,0.41,139.994
4F1qeI9MpssRd1OXqH34kR,+ High (feat. Jaycob Duque),Nibal,latin,0.569,0.572,0,-5.714,0,0.333,0.18,1.5e-06,0.306,0.564,191.934
4MPTj8lMMvxLwT3EwuXFop,Call Out My Name,The Weeknd,r&b,0.449,0.599,1,-4.892,1,0.0369,0.211,0.0,0.327,0.165,134.144
5IZg7Ngm3CTOj9l00YSrt9,Talk To Myself,Avicii,pop,0.722,0.799,10,-4.336,0,0.0613,0.0102,0.00435,0.0462,0.886,122.012
3EKKIR8be1kfAAwaz1fzyS,Halfway There (feat. Lena Leon),Tiësto,pop,0.59,0.888,0,-4.151,1,0.0797,0.000753,0.00535,0.817,0.0715,128.025
6sbOGldEofWsQlq1GjdHJK,Journal of Ardency,Class Actress,pop,0.684,0.697,6,-6.73,0,0.0334,0.0109,0.0908,0.0986,0.761,96.992
1MOGJQsVeaRcXY6heJz5UZ,Can't Stop Playing (Makes Me High) [feat. Ane Brun] - Oliver Heldens & Gregor Salto Vocal Mix Edit,DR. KUCHO!,edm,0.708,0.904,6,-4.9,1,0.0408,0.0863,0.000179,0.178,0.75,125.002
6bKuIK89XZFe5fwW8whUlK,I'd Love You to Want Me,Lobo,rock,0.431,0.543,10,-9.96,1,0.0394,0.122,0.000123,0.0598,0.44,77.507
7tJi1MZ3LF8W8Q0KLydmBP,Oyá,Igor Neves,latin,0.831,0.946,6,-5.48,0,0.158,0.059,0.00819,0.177,0.617,127.994
7MBUdJlpkl7Ij5ux9S2xUV,Whisper,Seth Hills,edm,0.759,0.881,2,-5.475,1,0.196,0.00968,0.114,0.0131,0.217,125.939
3B6WDceNe6lUQnczntRIuf,The Ghetto,Too $hort,rap,0.947,0.354,6,-12.844,0,0.27,0.0455,5.71e-05,0.212,0.36,100.087
0cV0wQ9XgmP8pdRbF3lj2v,Outcast,Ontayd'artist,latin,0.887,0.771,7,-4.41,1,0.0953,0.777,0.0,0.0882,0.846,153.935
57S2YRp4EHw7ERa9SVyjDW,Senseless,MARKZ,edm,0.744,0.766,7,-6.777,1,0.0421,0.249,0.573,0.348,0.145,127.967
5VsHkOtg0Llpa6mTGZhp5e,Si Te Vas,Lit Killah,rap,0.717,0.685,7,-3.181,1,0.0414,0.401,0.0,0.199,0.432,139.965
